session_id,customer_id,product_id,device_id,date_id,quantity,abandonment_time
866,980,21,4,342,2,
867,425,8,3,101,5,
868,140,23,1,258,1,
869,539,16,3,327,3,
870,904,19,3,341,4,
871,283,2,1,153,5,10/1/2023
872,333,19,3,176,4,
873,23,18,2,342,4,12/6/2023
874,266,3,1,270,2,
875,791,22,4,138,1,12/1/2023
876,503,10,5,112,2,9/21/2023
877,879,11,2,123,4,1/16/2023
878,248,20,4,51,5,
879,510,19,1,273,5,
880,67,18,3,48,1,
881,460,12,5,252,3,
882,170,15,4,62,4,5/6/2023
883,383,19,3,310,3,11/14/2023
884,853,17,4,159,5,8/26/2023
885,613,20,3,54,3,6/27/2023
886,810,7,3,154,3,
887,531,19,1,356,1,
888,674,25,2,7,4,
889,292,24,5,324,2,
890,630,17,5,333,2,11/20/2023
891,151,10,2,15,3,
892,199,10,2,75,1,
893,86,19,5,119,3,3/12/2023
894,168,9,3,297,5,4/27/2023
895,23,12,3,181,5,
896,748,10,4,210,3,
897,356,10,1,362,3,
898,881,22,4,200,3,3/31/2023
899,443,5,1,151,1,
900,307,14,5,329,5,
901,136,2,1,210,4,
902,587,21,3,330,3,
903,252,6,1,271,5,3/2/2023
904,551,15,1,104,4,
905,696,12,4,263,1,3/6/2023
906,926,5,4,15,5,
907,8,1,4,136,2,10/23/2023
908,882,11,4,131,2,
909,467,5,4,64,5,
910,874,25,4,141,1,12/31/2023
911,605,9,5,172,3,12/24/2023
912,337,4,2,280,5,12/29/2023
913,422,16,3,75,4,
914,728,8,3,301,5,
915,310,22,1,21,2,
916,22,4,4,317,3,1/18/2023
917,429,10,1,223,3,7/30/2023
918,372,13,5,316,2,2/12/2023
919,869,25,3,341,2,
920,116,15,1,14,5,3/25/2023
921,628,4,5,67,1,
922,276,2,4,262,4,8/21/2023
923,185,8,4,189,3,
924,892,5,1,41,5,
925,64,9,2,326,2,5/1/2023
926,74,5,1,217,2,
927,203,14,5,93,3,12/30/2023
928,47,16,2,360,1,8/12/2023
929,837,2,1,204,3,
930,780,18,5,1,1,
931,85,20,5,79,4,5/4/2023
932,266,8,5,204,5,9/7/2023
933,466,3,1,31,3,3/24/2023
934,675,16,2,169,4,
935,210,12,4,317,5,8/7/2023
936,560,17,4,28,3,
937,120,22,4,27,4,12/27/2023
938,683,10,1,64,5,3/13/2023
939,230,18,1,250,1,
940,44,1,2,139,2,3/28/2023
941,966,9,5,220,1,
942,776,13,2,174,2,
943,805,4,2,344,2,7/17/2023
944,365,18,1,310,1,
945,624,12,2,176,1,
946,899,3,1,22,3,
947,375,8,3,306,5,
948,360,21,1,333,3,2/8/2023
949,219,23,2,60,1,11/6/2023
950,376,24,4,300,5,3/28/2023
951,326,2,4,201,4,5/11/2023
952,389,18,5,316,3,5/2/2023
953,690,6,1,14,3,6/19/2023
954,754,17,5,234,2,
955,92,8,3,352,3,
956,742,24,3,54,3,10/20/2023
957,409,1,5,12,1,
958,658,6,4,36,3,
959,143,22,1,17,3,3/20/2023
960,780,21,1,115,1,
961,760,19,1,261,3,12/24/2023
962,491,20,5,4,4,12/22/2023
963,664,18,2,49,1,5/3/2023
964,565,8,1,166,4,
965,986,8,5,178,5,
966,431,6,2,257,5,8/11/2023
967,284,14,5,257,1,1/10/2023
968,260,9,1,79,5,
969,638,8,5,287,1,
970,697,7,4,89,4,10/15/2023
971,725,9,3,324,2,12/29/2023
972,109,13,3,346,2,12/14/2023
973,162,25,2,49,1,11/9/2023
974,504,16,5,9,5,4/16/2023
975,953,13,2,162,5,
976,736,2,1,56,4,10/8/2023
977,85,22,1,90,5,8/9/2023
978,665,17,1,125,4,10/13/2023
979,330,10,1,252,4,11/15/2023
980,845,1,5,214,1,
981,477,22,2,8,5,2/16/2023
982,252,4,4,255,2,
983,977,13,4,145,3,11/6/2023
984,409,10,5,40,1,2/25/2023
985,931,17,4,155,3,4/16/2023
986,474,3,4,150,4,7/29/2023
987,847,5,2,61,2,4/21/2023
988,883,1,1,184,1,
989,918,14,3,85,5,
990,123,5,5,27,3,1/17/2023
991,944,10,2,69,4,12/6/2023
992,623,10,5,136,5,6/28/2023
993,739,3,3,138,1,
994,387,13,1,312,2,12/12/2023
995,748,22,1,57,2,
996,609,23,1,64,1,10/31/2023
997,545,2,1,250,1,
998,967,7,1,287,3,6/16/2023
999,419,11,2,32,3,
1000,172,11,3,63,5,
1001,972,17,3,212,4,7/25/2023
1002,962,17,2,55,2,12/17/2023
1003,952,16,4,312,4,3/11/2023
1004,857,23,5,133,2,
1005,115,4,5,262,1,12/13/2023
1006,973,18,4,324,1,
1007,757,24,2,336,4,4/15/2023
1008,719,2,1,279,2,
1009,936,3,5,132,4,
1010,579,25,1,195,4,5/31/2023
1011,141,11,3,343,1,
1012,734,6,4,103,4,
1013,373,12,5,106,1,
1014,173,14,5,299,4,10/28/2023
1015,658,19,4,54,5,
1016,950,24,5,303,5,11/12/2023
1017,49,21,3,69,4,
1018,55,10,4,195,4,6/28/2023
1019,813,14,4,278,1,
1020,866,21,4,160,2,8/28/2023
1021,971,4,1,6,5,
1022,85,16,5,155,3,
1023,241,5,4,41,1,6/28/2023
1024,733,18,5,245,1,
1025,109,3,5,30,2,
1026,737,20,5,302,3,
1027,321,8,3,58,3,7/25/2023
1028,492,7,2,34,2,6/30/2023
1029,642,7,3,88,1,
1030,49,20,3,103,4,
1031,880,23,4,197,2,
1032,638,18,4,172,1,1/3/2023
1033,121,3,3,23,3,
1034,910,14,1,113,3,9/12/2023
1035,695,5,4,158,5,
1036,822,11,3,21,2,12/21/2023
1037,718,21,5,273,4,
1038,363,4,1,318,1,
1039,842,16,5,140,3,12/25/2023
1040,705,19,1,130,5,3/19/2023
1041,18,12,5,281,1,
1042,308,4,3,83,3,
1043,911,19,1,301,5,6/19/2023
1044,401,5,4,277,5,4/21/2023
1045,178,12,1,162,4,5/6/2023
1046,960,6,2,28,1,
1047,878,17,4,311,2,
1048,611,4,3,364,2,
1049,146,2,5,206,4,
1050,916,17,1,78,2,9/7/2023
1051,294,12,4,100,5,6/15/2023
1052,592,12,1,357,5,
1053,457,7,4,291,5,5/17/2023
1054,553,21,5,173,3,
1055,368,22,2,246,2,
1056,60,11,1,259,1,
1057,605,4,5,298,5,4/21/2023
1058,393,24,1,155,1,8/12/2023
1059,161,11,4,172,5,7/11/2023
1060,156,16,5,241,1,
1061,500,5,3,250,5,
1062,990,5,4,42,4,9/13/2023
1063,923,24,3,363,1,
1064,457,25,2,231,2,10/25/2023
1065,405,14,2,309,1,2/9/2023
1066,527,2,5,236,5,8/20/2023
1067,420,15,2,103,4,
1068,974,25,4,36,1,7/20/2023
1069,54,2,4,183,1,4/22/2023
1070,650,15,1,54,1,6/27/2023
1071,837,24,1,173,4,
1072,985,24,1,221,2,
1073,224,19,1,360,3,7/6/2023
1074,646,16,1,360,4,5/17/2023
1075,919,1,5,66,2,4/21/2023
1076,208,13,5,96,3,2/1/2023
1077,949,8,3,194,5,
1078,902,4,2,269,5,9/15/2023
1079,95,18,2,336,3,
1080,706,13,3,56,2,8/24/2023
1081,165,17,5,359,5,
1082,705,17,3,319,4,
1083,975,9,3,195,3,4/6/2023
1084,499,6,5,256,4,2/2/2023
1085,475,4,5,144,3,5/15/2023
1086,375,12,3,176,3,4/5/2023
1087,754,3,2,14,4,8/12/2023
1088,748,4,4,295,5,
1089,455,19,2,75,2,
1090,63,18,4,100,2,
1091,163,13,5,99,5,3/3/2023
1092,928,16,3,217,2,
1093,664,19,1,280,2,
1094,566,7,4,218,2,
1095,720,1,2,308,4,
1096,948,23,5,309,1,7/23/2023
1097,397,24,1,349,5,
1098,329,11,2,66,1,
1099,531,21,1,333,3,
1100,561,2,4,4,2,
1101,381,19,1,180,4,4/26/2023
1102,737,2,1,60,5,
1103,581,2,5,71,1,
1104,145,25,4,95,4,
1105,241,17,1,196,2,2/4/2023
1106,462,4,2,301,5,
1107,257,7,3,247,4,9/8/2023
1108,418,20,3,312,5,10/12/2023
1109,897,15,5,355,4,
1110,997,3,5,95,2,
1111,953,21,5,56,5,2/4/2023
1112,506,10,2,123,5,
1113,505,5,4,275,3,8/20/2023
1114,880,2,1,278,1,9/25/2023
1115,842,14,2,120,1,9/27/2023
1116,453,5,1,143,2,10/21/2023
1117,779,18,5,361,2,
1118,365,18,5,267,5,
1119,290,24,4,106,1,
1120,454,8,5,90,4,7/15/2023
1121,890,13,2,73,4,
1122,166,14,1,131,4,
1123,271,8,4,140,5,
1124,493,3,1,87,5,8/2/2023
1125,241,17,4,159,5,
1126,73,8,5,341,4,
1127,978,3,5,66,5,6/5/2023
1128,937,2,2,118,2,
1129,225,14,5,366,1,
1130,154,10,1,283,3,6/4/2023
1131,212,4,4,316,1,
1132,409,7,5,354,1,6/17/2023
1133,744,12,3,216,3,
1134,204,8,5,275,2,
1135,422,1,1,132,3,6/21/2023
1136,306,3,4,161,2,11/17/2023
1137,8,5,1,87,5,
1138,68,5,3,233,4,
1139,317,23,1,270,1,
1140,912,23,3,187,3,
1141,111,3,2,42,1,9/17/2023
1142,794,5,2,330,5,11/2/2023
1143,271,8,2,151,4,2/9/2023
1144,881,18,4,300,5,1/5/2023
1145,39,1,1,294,2,10/19/2023
1146,441,17,4,292,2,12/9/2023
1147,976,21,4,190,3,3/15/2023
1148,495,12,4,349,5,5/4/2023
1149,740,9,2,366,1,
1150,179,25,2,187,1,10/15/2023
1151,664,12,4,259,1,9/19/2023
1152,85,18,4,233,3,6/11/2023
1153,864,6,4,334,5,
1154,714,9,3,262,2,
1155,746,7,5,341,4,
1156,812,9,4,266,4,
1157,246,4,5,183,4,1/18/2023
1158,393,1,3,17,3,9/12/2023
1159,654,13,5,237,3,4/4/2023
1160,967,15,2,77,1,
1161,376,4,2,358,1,5/11/2023
1162,27,16,5,174,4,10/18/2023
1163,220,17,2,160,3,
1164,771,14,2,81,1,
1165,135,3,2,96,1,6/1/2023
1166,171,9,3,182,4,
1167,510,6,2,102,4,
1168,229,4,1,211,5,4/24/2023
1169,628,22,4,50,2,4/12/2023
1170,523,24,2,235,3,9/12/2023
1171,876,2,4,85,4,
1172,670,21,5,41,1,2/12/2023
1173,973,17,1,359,5,4/17/2023
1174,257,4,3,186,1,
1175,126,13,4,298,5,
1176,442,25,5,342,2,1/29/2023
1177,515,1,4,354,4,4/28/2023
1178,934,10,3,169,2,5/25/2023
1179,472,6,2,346,4,
1180,124,6,5,349,3,5/17/2023
1181,708,13,1,24,1,5/18/2023
1182,351,9,3,115,3,
1183,658,2,4,159,3,
1184,238,3,2,307,3,
1185,84,8,4,318,3,
1186,524,13,1,175,2,
1187,903,2,1,243,2,
1188,409,11,2,141,1,
1189,886,21,4,303,2,11/11/2023
1190,764,6,2,48,3,
1191,309,22,4,275,1,7/18/2023
1192,407,5,4,49,4,
1193,658,10,2,291,1,12/29/2023
1194,196,7,3,95,2,
1195,737,23,3,11,4,
1196,572,6,1,259,2,
1197,888,1,2,178,1,12/19/2023
1198,315,2,4,227,2,5/21/2023
1199,684,13,1,168,3,
1200,450,5,1,127,2,10/21/2023
1201,409,14,4,255,3,
1202,930,23,4,179,2,
1203,250,3,2,362,2,
1204,74,15,5,281,3,5/23/2023
1205,419,19,3,94,2,
1206,811,5,1,297,4,
1207,815,21,1,95,4,
1208,608,6,4,157,2,
1209,347,17,1,263,5,1/4/2023
1210,933,8,3,125,3,
1211,239,19,1,277,3,10/16/2023
1212,998,11,1,86,2,
1213,282,12,2,317,2,1/21/2023
1214,542,7,5,45,4,
1215,22,17,1,16,5,9/27/2023
1216,775,1,5,60,2,10/2/2023
1217,15,7,5,3,3,6/20/2023
1218,917,19,1,116,5,5/7/2023
1219,787,20,1,68,4,
1220,950,2,4,287,4,8/26/2023
1221,750,1,5,222,1,1/30/2023
1222,604,1,1,306,2,2/7/2023
1223,989,25,2,67,4,
1224,872,10,1,91,5,11/3/2023
1225,227,9,4,122,2,7/10/2023
1226,933,14,1,53,2,
1227,829,21,1,346,1,8/28/2023
1228,172,7,4,50,4,
1229,661,4,5,297,1,
1230,907,7,3,340,5,5/14/2023
1231,897,16,3,11,3,
1232,600,10,3,14,2,11/21/2023
1233,136,10,3,241,5,11/21/2023
1234,597,24,5,159,1,2/10/2023
1235,942,12,4,97,4,
1236,15,11,5,127,2,
1237,943,24,1,179,1,12/17/2023
1238,972,23,1,93,1,12/8/2023
1239,555,12,2,35,2,7/29/2023
1240,330,20,3,303,4,
1241,632,19,4,302,4,
1242,702,15,5,16,4,
1243,723,2,4,317,5,
1244,247,23,5,108,2,
1245,119,17,1,280,5,
1246,629,22,1,257,5,
1247,484,5,5,151,1,1/1/2024
1248,66,11,4,153,1,
1249,850,8,3,182,4,7/19/2023
1250,295,25,4,103,2,7/29/2023
1251,251,25,2,106,1,
1252,618,17,2,32,4,
1253,296,19,2,159,2,
1254,740,19,1,235,3,
1255,423,24,3,233,3,
1256,289,15,5,88,4,
1257,839,9,4,123,4,5/24/2023
1258,225,8,4,284,2,2/28/2023
1259,619,20,4,110,3,
1260,496,7,3,275,3,7/19/2023
1261,76,10,4,120,1,
1262,855,1,1,25,5,1/26/2023
1263,969,2,1,323,5,
1264,536,22,1,45,2,
1265,604,19,4,38,2,7/26/2023
1266,721,24,4,306,4,3/24/2023
1267,744,18,3,5,2,5/17/2023
1268,553,18,2,346,2,7/25/2023
1269,765,10,3,147,3,
1270,223,15,3,298,5,
1271,192,19,2,116,1,
1272,461,20,5,315,3,
1273,651,13,4,343,5,5/22/2023
1274,818,24,5,97,4,
1275,306,3,5,81,5,
1276,616,23,4,217,4,
1277,796,21,2,152,2,
1278,878,25,1,364,5,
1279,457,18,3,199,2,3/11/2023
1280,552,13,5,271,1,
1281,476,1,1,268,5,
1282,413,17,1,318,3,
1283,266,24,3,246,2,4/14/2023
1284,958,11,5,50,4,
1285,512,10,1,284,1,
1286,666,1,2,44,1,12/28/2023
1287,29,12,4,3,2,
1288,779,1,5,250,1,
1289,346,21,4,325,1,12/26/2023
1290,403,2,2,227,2,
1291,173,4,2,202,1,
1292,624,15,4,304,1,
1293,579,20,4,352,5,5/20/2023
1294,517,21,3,232,2,
1295,736,15,4,8,1,
1296,921,9,2,141,5,6/6/2023
1297,657,15,2,363,5,
1298,294,3,4,280,4,
1299,723,25,4,336,2,
1300,837,6,2,268,4,
1301,612,11,2,62,2,
1302,415,9,3,319,1,6/14/2023
1303,388,9,3,304,4,10/28/2023
1304,906,3,2,282,2,5/28/2023
1305,896,24,3,201,3,
1306,511,14,2,344,3,
1307,94,11,4,209,3,
1308,279,2,3,71,4,8/20/2023
1309,294,24,5,114,5,
1310,388,9,1,195,2,
1311,473,21,5,23,4,
1312,748,2,4,364,3,
1313,694,10,5,285,1,11/20/2023
1314,286,6,1,12,1,
1315,184,1,4,349,5,
1316,173,15,4,19,1,
1317,670,9,2,342,1,11/2/2023
1318,811,13,4,334,5,7/23/2023
1319,129,8,1,240,3,12/18/2023
1320,399,24,4,125,3,10/30/2023
1321,449,22,2,247,2,
1322,965,14,1,131,4,
1323,237,5,2,214,4,
1324,304,1,4,28,5,7/9/2023
1325,213,20,4,247,2,
1326,165,1,1,207,4,12/16/2023
1327,552,17,1,322,2,
1328,483,20,1,74,1,8/10/2023
1329,461,12,4,109,5,
1330,573,16,5,130,4,
1331,195,2,4,168,1,9/9/2023
1332,514,5,1,43,1,4/14/2023
1333,208,25,2,340,3,
1334,713,2,2,335,1,
1335,127,9,2,150,2,
1336,61,2,5,76,3,
1337,680,17,3,297,5,
1338,75,2,4,249,2,9/12/2023
1339,434,9,1,243,1,
1340,426,18,5,135,2,12/23/2023
1341,605,1,4,25,4,
1342,673,20,2,258,4,
1343,872,22,4,87,2,
1344,859,21,4,180,3,10/19/2023
1345,244,4,2,181,4,
1346,146,22,2,66,1,12/29/2023
1347,895,7,2,75,4,
1348,405,20,1,226,4,
1349,711,21,2,235,3,
1350,63,15,2,186,4,
1351,234,11,5,186,1,10/19/2023
1352,365,17,2,261,3,
1353,674,9,3,259,5,8/7/2023
1354,161,13,1,147,3,
1355,957,7,5,295,3,7/20/2023
1356,228,3,4,112,5,
1357,178,13,4,325,5,1/10/2023
1358,565,17,3,348,5,
1359,245,14,2,287,2,
1360,328,15,1,70,5,
1361,738,25,4,226,1,5/9/2023
1362,512,14,5,292,5,8/26/2023
1363,107,15,2,239,5,8/22/2023
1364,687,24,3,334,1,
1365,997,24,4,8,2,
1366,961,9,4,215,4,
1367,682,7,2,366,1,
1368,794,4,4,307,3,8/4/2023
1369,240,10,1,217,3,10/1/2023
1370,157,20,1,110,1,2/20/2023
1371,225,14,1,136,3,
1372,186,5,1,320,3,9/6/2023
1373,503,9,1,113,4,11/21/2023
1374,143,8,2,29,5,5/14/2023
1375,806,13,3,115,1,
1376,860,12,1,94,5,1/22/2023
1377,696,12,4,156,1,
1378,232,19,5,44,1,
1379,400,2,5,156,2,10/5/2023
1380,64,20,3,197,1,
1381,566,18,4,203,5,12/20/2023
1382,350,7,1,272,2,
1383,904,24,4,43,2,
1384,379,2,1,227,1,6/1/2023
1385,18,8,1,286,2,
1386,377,18,3,42,3,
1387,508,2,1,267,5,2/25/2023
1388,659,19,4,178,5,
1389,897,12,4,126,1,
1390,568,22,1,48,4,3/17/2023
1391,307,6,5,248,5,3/27/2023
1392,392,18,5,122,1,5/17/2023
1393,911,21,1,150,2,
1394,550,19,2,305,2,11/15/2023
1395,50,3,2,354,2,6/25/2023
1396,482,7,2,326,4,
1397,196,4,2,265,5,
1398,295,23,4,100,4,6/14/2023
1399,834,17,3,271,5,8/20/2023
1400,59,16,2,120,3,2/14/2023
1401,367,14,2,229,5,12/19/2023
1402,577,3,5,204,3,6/16/2023
1403,321,21,1,118,2,
1404,519,5,3,49,3,12/5/2023
1405,864,12,4,319,4,
1406,799,3,2,231,1,
1407,673,9,4,3,3,
1408,587,21,5,289,4,9/13/2023
1409,79,19,5,65,3,4/16/2023
1410,176,10,3,319,4,
1411,85,1,2,200,3,
1412,566,6,4,261,2,
1413,470,11,3,189,2,
1414,887,24,4,352,2,12/24/2023
1415,290,16,3,235,1,
1416,670,25,5,219,5,2/8/2023
1417,690,20,1,363,2,
1418,52,3,1,30,1,
1419,370,24,5,319,1,8/4/2023
1420,81,19,5,49,4,
1421,872,2,2,283,1,
1422,226,15,1,67,3,
1423,988,3,2,282,1,1/17/2023
1424,877,9,4,252,3,10/25/2023
1425,599,18,4,117,5,8/14/2023
1426,269,10,5,230,3,3/12/2023
1427,253,10,2,6,4,
1428,594,7,1,124,1,5/17/2023
1429,51,21,1,365,4,7/20/2023
1430,119,19,3,209,3,12/9/2023
1431,731,15,4,125,5,8/3/2023
1432,41,5,2,217,2,
1433,958,11,4,89,1,
1434,593,11,4,173,2,6/14/2023
1435,177,13,1,258,3,
1436,611,7,3,232,1,6/1/2023
1437,242,22,3,327,1,
1438,562,3,2,223,5,9/16/2023
1439,413,12,4,157,2,
1440,655,13,5,87,3,
1441,814,5,5,91,1,
1442,835,24,2,353,1,5/17/2023
1443,932,2,3,188,5,7/16/2023
1444,965,12,3,106,3,
1445,126,19,3,197,1,
1446,232,2,1,8,4,2/5/2023
1447,253,19,1,115,4,4/30/2023
1448,441,3,5,304,1,
1449,199,10,3,90,3,6/16/2023
1450,349,9,5,63,1,9/26/2023
1451,437,4,2,41,5,4/5/2023
1452,549,15,1,292,5,
1453,545,22,3,158,1,
1454,67,1,2,139,2,2/2/2023
1455,773,7,5,5,4,
1456,176,21,1,231,2,5/13/2023
1457,257,8,2,351,1,
1458,33,3,5,198,1,
1459,536,20,5,288,2,2/14/2023
1460,460,12,3,131,4,3/16/2023
1461,826,12,2,353,2,
1462,205,22,4,175,1,9/25/2023
1463,775,1,1,125,1,
1464,686,13,4,127,2,10/15/2023
1465,961,20,1,85,4,8/10/2023
1466,263,12,3,94,3,
1467,872,3,1,32,1,2/25/2023
1468,281,22,2,114,4,2/25/2023
1469,670,11,5,11,3,7/5/2023
1470,999,17,1,24,2,
1471,206,24,3,79,3,7/16/2023
1472,396,19,5,328,2,
1473,885,21,5,336,5,
1474,130,2,2,180,4,2/23/2023
1475,849,24,1,46,1,
1476,111,8,3,205,4,
1477,180,15,5,185,3,1/5/2023
1478,894,20,3,190,1,
1479,791,19,3,360,5,12/24/2023
1480,65,14,4,167,4,10/11/2023
1481,788,21,1,92,2,
1482,965,23,1,334,1,
1483,311,13,1,347,4,
1484,320,20,5,182,3,
1485,697,21,2,85,5,2/11/2023
1486,168,15,5,177,3,
1487,663,4,4,365,2,
1488,179,22,3,290,4,5/11/2023
1489,399,5,3,206,4,8/1/2023
1490,523,14,3,90,4,10/20/2023
1491,428,2,3,263,1,
1492,554,7,5,228,1,
1493,293,10,5,195,5,7/17/2023
1494,853,13,4,200,2,
1495,344,3,3,120,2,
1496,134,6,2,257,1,9/8/2023
1497,668,3,5,104,3,6/6/2023
1498,682,2,1,241,4,
1499,709,18,5,303,1,8/17/2023
1500,741,11,1,224,5,11/22/2023
1501,241,9,3,2,5,
1502,707,25,3,349,5,8/13/2023
1503,923,5,2,350,2,
1504,208,8,1,107,2,
1505,463,1,1,360,1,
1506,668,1,3,335,4,7/2/2023
1507,200,7,1,258,1,
1508,895,18,3,35,5,
1509,687,7,3,122,3,
1510,215,6,3,56,3,12/27/2023
1511,389,18,3,278,2,
1512,527,15,4,181,3,
1513,589,15,2,70,5,6/8/2023
1514,601,11,5,129,1,7/4/2023
1515,645,22,1,23,1,
1516,241,2,1,90,2,9/24/2023
1517,950,17,3,288,3,
1518,300,21,5,19,5,
1519,844,16,4,280,4,11/26/2023
1520,142,11,1,337,1,
1521,576,10,3,148,3,
1522,135,13,2,83,2,12/16/2023
1523,346,12,4,217,1,8/22/2023
1524,669,14,4,205,4,5/27/2023
1525,317,23,1,150,1,8/21/2023
1526,835,21,3,11,1,2/14/2023
1527,874,13,1,165,2,1/23/2023
1528,266,17,4,264,2,
1529,4,18,1,191,4,
1530,366,6,1,80,2,
1531,235,16,2,85,2,
1532,953,24,5,366,1,2/8/2023
1533,277,18,1,37,4,12/14/2023
1534,707,12,3,138,1,1/15/2023
1535,699,23,5,174,4,
1536,138,9,3,257,4,
1537,569,16,5,322,3,10/15/2023
1538,624,2,3,73,2,
1539,424,7,4,306,4,
1540,774,11,2,53,1,9/7/2023
1541,368,9,2,303,1,
1542,674,23,2,318,1,
1543,653,10,1,72,4,6/2/2023
1544,674,20,1,220,4,
1545,401,7,1,133,1,8/1/2023
1546,661,8,2,194,3,
1547,934,10,4,32,4,
1548,859,1,4,240,4,
1549,729,1,4,8,3,8/27/2023
1550,55,9,5,161,4,6/4/2023
1551,631,4,5,163,1,6/17/2023
1552,461,24,4,124,4,
1553,47,7,3,356,5,8/28/2023
1554,496,22,3,43,4,8/16/2023
1555,684,1,3,189,3,7/26/2023
1556,28,10,4,248,2,2/13/2023
1557,49,11,1,229,3,3/1/2023
1558,487,4,1,97,5,
1559,460,2,5,80,3,
1560,265,12,3,318,1,12/31/2023
1561,386,3,3,299,1,
1562,739,4,1,153,2,
1563,451,9,4,208,5,
1564,40,3,1,167,1,
1565,898,20,1,13,1,
1566,154,3,4,153,5,
1567,10,20,3,80,3,8/9/2023
1568,867,9,5,60,5,12/26/2023
1569,490,14,4,26,2,9/26/2023
1570,951,21,2,248,1,4/21/2023
1571,994,19,2,21,2,5/30/2023
1572,235,25,4,51,5,11/7/2023
1573,341,11,4,18,5,7/13/2023
1574,474,11,1,225,3,
1575,698,16,3,44,2,
1576,675,23,3,205,5,
1577,147,6,3,242,1,5/28/2023
1578,682,6,3,56,4,1/30/2023
1579,252,1,2,221,2,7/30/2023
1580,601,22,5,115,4,2/18/2023
1581,927,19,1,86,1,
1582,397,25,3,179,3,4/13/2023
1583,731,23,5,322,2,
1584,428,14,4,338,2,1/22/2023
1585,55,2,2,165,5,
1586,641,22,2,204,5,3/24/2023
1587,336,24,2,353,5,
1588,508,8,1,2,3,1/7/2023
1589,15,7,5,270,5,12/13/2023
1590,812,20,2,323,4,
1591,37,8,5,81,2,
1592,816,21,5,312,3,
1593,592,18,4,46,4,
1594,557,1,1,27,3,12/14/2023
1595,907,2,2,323,1,
1596,685,1,4,242,5,4/5/2023
1597,733,8,3,222,5,
1598,388,3,5,246,5,7/16/2023
1599,810,16,4,133,4,3/29/2023
1600,908,6,2,36,3,6/26/2023
1601,370,12,3,125,4,12/15/2023
1602,98,14,1,170,1,11/23/2023
1603,698,10,4,115,1,12/23/2023
1604,79,10,2,222,3,5/7/2023
1605,50,13,3,325,1,11/13/2023
1606,821,6,3,259,1,2/2/2023
1607,643,21,5,242,1,
1608,42,16,3,5,1,5/17/2023
1609,169,22,5,321,4,
1610,582,15,2,106,3,
1611,223,3,1,193,2,
1612,531,7,5,137,1,
1613,852,16,2,212,4,10/18/2023
1614,632,18,5,36,2,2/28/2023
1615,196,6,5,339,3,9/17/2023
1616,970,23,1,88,2,
1617,198,9,3,251,5,
1618,292,3,3,159,4,
1619,524,1,2,204,4,
1620,682,10,4,152,4,11/4/2023
1621,503,23,3,336,4,
1622,969,14,4,19,2,5/23/2023
1623,949,3,4,249,5,
1624,741,16,4,199,3,7/20/2023
1625,468,11,5,35,5,11/28/2023
1626,466,22,1,86,4,
1627,251,2,5,284,1,
1628,268,7,2,32,1,
1629,761,15,4,136,4,6/3/2023
1630,900,7,1,317,1,1/7/2023
1631,562,19,2,202,4,
1632,624,22,1,326,4,
1633,697,9,5,24,3,11/5/2023
1634,250,8,1,176,5,
1635,500,18,3,235,4,
1636,744,21,4,21,4,
1637,817,8,5,233,2,5/31/2023
1638,280,17,2,231,3,11/20/2023
1639,878,20,1,356,2,1/4/2023
1640,141,15,2,242,4,1/11/2023
1641,904,10,5,240,5,
1642,228,13,3,189,4,8/23/2023
1643,973,4,5,59,1,
1644,619,14,5,205,1,5/17/2023
1645,252,12,4,31,3,
1646,996,14,1,187,3,
1647,257,24,4,126,3,
1648,881,23,3,200,3,2/19/2023
1649,712,10,1,229,3,
1650,493,21,4,117,2,1/6/2023
1651,903,8,2,64,5,7/7/2023
1652,436,22,4,342,5,1/12/2023
1653,728,6,2,60,2,11/25/2023
1654,109,17,2,272,4,5/5/2023
1655,819,2,5,211,2,5/31/2023
1656,712,11,2,239,4,3/13/2023
1657,418,17,2,12,4,8/1/2023
1658,284,8,1,301,1,10/18/2023
1659,772,24,3,9,2,12/8/2023
1660,568,15,1,226,5,2/1/2023
1661,7,2,4,254,5,
1662,778,4,2,352,4,10/30/2023
1663,275,13,3,332,4,7/23/2023
1664,888,2,5,137,4,5/15/2023
1665,590,15,1,327,5,
1666,528,15,5,356,2,7/17/2023
1667,157,16,1,209,4,
1668,460,22,4,166,1,
1669,252,15,4,143,3,
1670,361,3,5,93,4,
1671,440,7,1,286,3,11/30/2023
1672,962,16,3,107,5,
1673,689,22,4,349,1,11/16/2023
1674,619,23,1,289,5,4/14/2023
1675,469,9,1,212,4,10/30/2023
1676,144,2,4,344,5,
1677,364,19,3,3,1,
1678,541,6,2,100,3,10/16/2023
1679,848,1,5,206,5,
1680,501,18,1,141,1,
1681,913,23,5,59,2,
1682,69,3,5,228,1,6/2/2023
1683,326,25,5,106,1,10/3/2023
1684,47,25,3,91,1,
1685,381,22,5,41,4,3/21/2023
1686,959,11,4,188,2,7/30/2023
1687,27,22,4,198,5,10/4/2023
1688,111,14,1,116,3,10/11/2023
1689,639,11,4,69,4,
1690,702,3,1,8,1,
1691,105,17,4,181,2,7/10/2023
1692,726,16,5,235,1,
1693,584,20,2,180,2,4/26/2023
1694,738,4,3,297,1,
1695,489,22,5,236,2,6/30/2023
1696,352,3,5,28,4,3/8/2023
1697,476,11,1,297,1,6/22/2023
1698,619,15,4,43,5,10/11/2023
